Source,Target,BDeu,TSource,TTarget
AT3G10040,AT3G29030,-9.88751059812843,AT3G10040,AT3G29030
AT5G23280,AT2G39000,-9.88751059812843,AT5G23280,AT2G39000
AT3G15210,AT1G11120,-54.8856073014422,AT3G15210,AT1G11120
AT5G23280,AT1G11120,-54.8856073014422,AT5G23280,AT1G11120
AT3G15210,AT3G13980,-54.8856073014422,AT3G15210,AT3G13980
AT5G23280,AT3G13980,-54.8856073014422,AT5G23280,AT3G13980
AT3G15210,AT4G38840,-54.8856073014422,AT3G15210,AT4G38840
AT5G23280,AT4G38840,-54.8856073014422,AT5G23280,AT4G38840
AT3G15210,AT5G18020,-54.8856073014422,AT3G15210,AT5G18020
AT5G23280,AT5G18020,-54.8856073014422,AT5G23280,AT5G18020
AT3G15210,AT5G26270,-54.8856073014422,AT3G15210,AT5G26270
AT5G23280,AT5G26270,-54.8856073014422,AT5G23280,AT5G26270
AT3G10040,AT4G15240,-57.3705139512145,AT3G10040,AT4G15240
AT3G15210,AT4G15240,-57.3705139512145,AT3G15210,AT4G15240
AT3G15210,AT1G29420,-58.2868046830936,AT3G15210,AT1G29420
AT5G23280,AT1G29420,-58.2868046830936,AT5G23280,AT1G29420
AT3G15210,AT2G27690,-58.2868046830936,AT3G15210,AT2G27690
AT5G23280,AT2G27690,-58.2868046830936,AT5G23280,AT2G27690
AT3G15210,AT1G11800,-58.2868046830936,AT3G15210,AT1G11800
AT5G23280,AT1G11800,-58.2868046830936,AT5G23280,AT1G11800
AT3G15210,AT1G13900,-58.2868046830936,AT3G15210,AT1G13900
AT5G23280,AT1G13900,-58.2868046830936,AT5G23280,AT1G13900
AT3G15210,AT1G18470,-58.2868046830936,AT3G15210,AT1G18470
AT5G23280,AT1G18470,-58.2868046830936,AT5G23280,AT1G18470
AT3G15210,AT1G31050,-58.2868046830936,AT3G15210,AT1G31050
AT5G23280,AT1G31050,-58.2868046830936,AT5G23280,AT1G31050
AT3G15210,AT1G75140,-58.2868046830936,AT3G15210,AT1G75140
AT5G23280,AT1G75140,-58.2868046830936,AT5G23280,AT1G75140
AT3G15210,AT2G05518,-58.2868046830936,AT3G15210,AT2G05518
AT5G23280,AT2G05518,-58.2868046830936,AT5G23280,AT2G05518
AT3G15210,AT2G28630,-58.2868046830936,AT3G15210,AT2G28630
AT5G23280,AT2G28630,-58.2868046830936,AT5G23280,AT2G28630
AT3G15210,AT2G39805,-58.2868046830936,AT3G15210,AT2G39805
AT5G23280,AT2G39805,-58.2868046830936,AT5G23280,AT2G39805
AT3G15210,AT3G29095,-58.2868046830936,AT3G15210,AT3G29095
