Source,Target,BDeu,TSource,TTarget
AT5G64750,AT1G58170,-9.88751059812842,AT5G64750,AT1G58170
AT5G53980,AT4G25470,-9.88751059812842,AT5G53980,AT4G25470
AT5G53980,AT4G35060,-9.88751059812842,AT5G53980,HIPP25
AT2G47890,AT1G04800,-9.88751059812843,AT2G47890,AT1G04800
AT5G17810,AT1G52200,-9.88751059812843,WOX12,AT1G52200
AT3G50330,AT1G64590,-9.88751059812843,AT3G50330,AT1G64590
AT1G42990,AT1G70550,-9.88751059812843,AT1G42990,AT1G70550
AT1G36060,AT1G73165,-9.88751059812843,AT1G36060,AT1G73165
AT1G42990,AT2G17660,-9.88751059812843,AT1G42990,AT2G17660
AT1G42990,AT2G23010,-9.88751059812843,AT1G42990,AT2G23010
AT1G36060,AT2G27370,-9.88751059812843,AT1G36060,AT2G27370
AT1G42990,AT2G30540,-9.88751059812843,AT1G42990,AT2G30540
AT1G36060,AT2G31940,-9.88751059812843,AT1G36060,AT2G31940
AT1G74840,AT2G41300,-9.88751059812843,AT1G74840,AT2G41300
AT2G47890,AT2G47770,-9.88751059812843,AT2G47890,AT2G47770
AT2G47890,AT3G16240,-9.88751059812843,AT2G47890,DELTA-TIP
AT1G36060,AT3G16300,-9.88751059812843,AT1G36060,AT3G16300
AT1G42990,AT3G16390,-9.88751059812843,AT1G42990,NSP3
AT1G36060,AT3G22620,-9.88751059812843,AT1G36060,AT3G22620
AT1G42990,AT3G25655,-9.88751059812843,AT1G42990,AT3G25655
AT1G36060,AT3G48420,-9.88751059812843,AT1G36060,AT3G48420
AT1G36060,AT3G52790,-9.88751059812843,AT1G36060,AT3G52790
AT1G42990,AT4G17215,-9.88751059812843,AT1G42990,AT4G17215
AT2G47890,AT4G22460,-9.88751059812843,AT2G47890,AT4G22460
AT1G42990,AT4G33905,-9.88751059812843,AT1G42990,AT4G33905
AT1G74840,AT4G39030,-9.88751059812843,AT1G74840,AT4G39030
AT1G36060,AT5G06200,-9.88751059812843,AT1G36060,AT5G06200
AT1G36060,AT5G12870,-9.88751059812843,AT1G36060,AT5G12870
AT2G47890,AT5G15290,-9.88751059812843,AT2G47890,AT5G15290
AT1G36060,AT5G28020,-9.88751059812843,AT1G36060,AT5G28020
AT1G74840,AT5G36180,-9.88751059812843,AT1G74840,AT5G36180
AT1G42990,AT5G45970,-9.88751059812843,AT1G42990,AT5G45970
